Time_s,Irradiance_Wm2,Temperature_C,Vbus_V,IBoost_A,Ipv_A,Vpv_V,Ppv_W
0.0195,1000.0,50.0,41.3494531213934,4.1349453121393385,34.33534761866247,21.82973025195555,705.1780375580204
0.0595,1000.0,50.0,86.38636981233513,8.638636981233509,36.51198043595656,26.77997469453112,976.8430353558563
0.09949999999999999,1000.0,50.0,91.38227278397669,9.138227278397666,36.750225841380505,26.78105298572914,984.2051896494326
0.1395,1000.0,50.0,91.84334366997174,9.184334366997172,36.7665093352429,26.769900422708833,984.2346334164198
0.1795,1000.0,50.0,91.89121736251839,9.189121736251835,36.75242038328523,26.780085935595174,984.2317180304453
0.21949999999999997,1000.0,50.0,91.89816006231717,9.189816006231714,36.74802801409102,26.78330029215231,984.232096724017
0.2595,1000.0,50.0,91.89517815748891,9.18951781574889,36.75321498109656,26.77954460000521,984.2324140033625
0.2995,1000.0,50.0,91.88547732694613,9.18854773269461,36.769034491785035,26.76844610060643,984.2481946291576
0.3395,1000.0,50.0,91.89571696073855,9.189571696073852,36.75427935069094,26.779084493795608,984.2445153149052
0.3795,1000.0,50.0,91.89798724838244,9.189798724838242,36.74935532309564,26.782686058519772,984.2450141822876
0.41950000000000004,1000.0,50.0,91.89888380580244,9.189888380580241,36.74757813922056,26.784182732741044,984.2524415606288
0.4595000000000001,1000.0,50.0,91.8886947581345,9.188869475813448,36.76497064707409,26.770980356420715,984.2322112612155
0.4995,995.0,49.875,91.91510895779825,9.191510895779823,36.72486552540115,26.80124496247394,984.2652442353549
0.5395000000000001,990.0,49.75,91.8815618638575,9.188156186385747,36.60461843550049,26.812773621515884,981.4683168832198
0.5795,990.0,49.75,91.74946021897621,9.174946021897618,36.440930125791866,26.823579571998163,977.4713438611077
0.6195,990.0,49.75,91.61025328604646,9.161025328604643,36.35998972377905,26.827092002702642,975.4254292283607
0.6595000000000001,990.0,49.75,91.5775021899644,9.157750218996437,36.364530801552576,26.824534563679958,975.4575701630644
0.6995,990.0,49.75,91.57777905873664,9.15777790587366,36.35597649358614,26.830084365728073,975.4270377165134
0.7394999999999999,990.0,49.75,91.56941077352697,9.156941077352695,36.3611986453718,26.825998467271518,975.4174403907224
0.7795,990.0,49.75,91.57018102435215,9.157018102435213,36.362557270110415,26.825249799916016,975.4270757941667
0.8195,990.0,49.75,91.57023302003208,9.157023302003207,36.3616745459942,26.825883647132525,975.4270598361138
0.8595,990.0,49.75,91.57182811008893,9.15718281100889,36.359997481886566,26.826730523836762,975.4111434928702
0.8995000000000001,990.0,49.75,91.57030427049736,9.157030427049733,36.36633155184336,26.8231667543404,975.4562149679696
0.9395,990.0,49.75,91.57121861817673,9.15712186181767,36.365210471500895,26.823500544894,975.435480062517
0.9795,990.0,49.75,91.57130594929727,9.157130594929724,36.36263334317073,26.825128419804923,975.4251085646783
1.0195,980.0,49.5,91.58882942304015,9.158882942304013,36.29459696451248,26.851344999814465,974.54628980353
1.0595,980.0,49.5,91.49095836583972,9.149095836583971,36.14783455475493,26.85189222247762,970.6257085263472
1.0995000000000001,980.0,49.5,91.33645775208319,9.133645775208318,36.009036539439975,26.857360743961937,967.0919953726074
1.1395,980.0,49.5,91.24625688335524,9.124625688335522,35.9883244830829,26.85720933359726,966.5246158384095
1.1795,980.0,49.5,91.2402789585073,9.124027895850727,35.97851852415152,26.86487384177277,966.5391899790036
1.2195,980.0,49.5,91.2218728017562,9.12218728017562,36.01706746004079,26.837336900961837,966.587538871765
1.2594999999999998,980.0,49.5,91.23237532635014,9.123237532635013,35.9918889675867,26.85533847021417,966.5568540088973
1.2994999999999999,980.0,49.5,91.2287624208551,9.122876242085507,35.99815382496291,26.850091600477516,966.5333727849708
1.3395,980.0,49.5,91.23192201146371,9.12319220114637,35.98743045860569,26.857489267314655,966.5082057609792
1.3794999999999997,980.0,49.5,91.22539582273268,9.122539582273266,36.00320737042165,26.846873388329545,966.5550489203102
1.4195,980.0,49.5,91.23965462807925,9.12396546280792,35.99731667038187,26.8535990131307,966.6511994933601
1.4594999999999998,980.0,49.5,91.23332132952306,9.123332132952303,35.9951144304611,26.85473313527684,966.6309281176725
1.4995,975.0,49.375,91.23786206591451,9.12378620659145,35.98763766960955,26.858710541425364,966.5584889171503
1.5394999999999999,970.0,49.25,91.210711788354,9.121071178835397,35.86272624668889,26.87402461195702,963.7571636573224
1.5795,970.0,49.25,91.08368140958001,9.108368140957998,35.69040615307805,26.892406504399457,959.7837260421693
1.6195,970.0,49.25,90.92625230750578,9.092625230750574,35.639221806144164,26.8732888981972,957.7216321884023
1.6595,970.0,49.25,90.89341806171122,9.08934180617112,35.62433106474809,26.883339688755484,957.6742372796907
1.6995,970.0,49.25,90.89225512417731,9.08922551241773,35.63183583069036,26.88004059355368,957.7706733576949
1.7395,970.0,49.25,90.89581988805753,9.089581988805751,35.62059929606368,26.886405601111655,957.6846895579987
1.7794999999999999,970.0,49.25,90.87654060113104,9.087654060113099,35.65544840252396,26.86191792588761,957.756667138309
1.8195000000000001,970.0,49.25,90.89759953577364,9.08975995357736,35.62258210476492,26.88674884545255,957.7594923198161
1.8595000000000002,970.0,49.25,90.89365165882691,9.089365165882688,35.629495484628016,26.881811129385756,957.770747732676
1.8995000000000002,970.0,49.25,90.88524888452642,9.088524888452639,35.63562570129176,26.87482147983335,957.6741210289252
1.9395,970.0,49.25,90.8905888163682,9.089058881636817,35.6322098311763,26.879158456668392,957.7455191939277
1.9795000000000003,970.0,49.25,90.89657935528574,9.089657935528571,35.622480969542245,26.886900182808894,957.7630556547043
2.0195,960.0,49.0,90.9031876034908,9.090318760349081,35.5753393436608,26.897567370620457,956.8682427355252
2.0595000000000003,960.0,49.0,90.81394953924536,9.081394953924534,35.40886945528733,26.914532161647656,952.9994724598788
2.0995,960.0,49.0,90.65647528139586,9.065647528139582,35.27878617218873,26.912380614867082,949.4145794047572
2.1395,960.0,49.0,90.5528402417968,9.055284024179679,35.27640469045527,26.900211263562074,948.9250629948798
2.1795,960.0,49.0,90.55362293347704,9.055362293347702,35.254488554935094,26.91490024139286,948.8428763861673
2.2195,960.0,49.0,90.53871914386279,9.053871914386276,35.26896058720375,26.901731463520584,948.757878563445
2.2595,960.0,49.0,90.54200461192025,9.054200461192021,35.2696087721081,26.9048155095743,948.9019518908142
2.2995,960.0,49.0,90.54164376801575,9.054164376801571,35.274549471766235,26.90099515484463,948.8990710070682
2.3395,960.0,49.0,90.55245934391665,9.05524593439166,35.25574375879043,26.915883399937844,948.9215418628289
2.3794999999999997,960.0,49.0,90.55238093050004,9.055238093049999,35.260453262294284,26.912251338187122,948.9200017087624
2.4195,960.0,49.0,90.53686287568694,9.05368628756869,35.27505475625314,26.897610179388124,948.7789831633942
2.4595,960.0,49.0,90.53553122590375,9.053553122590372,35.27916556850569,26.896929915739946,948.8767823635819
2.4995000000000003,955.0,48.875,90.55994004675844,9.055994004675842,35.24098409018499,26.924449528957837,948.8074524615573
2.5395,950.0,48.75,90.52600396147118,9.052600396147115,35.123277684617996,26.936674258911655,946.0844477992499
2.5795000000000003,950.0,48.75,90.38860465495466,9.038860465495464,34.96423366785746,26.943883319127373,942.0469411680508
2.6195,950.0,48.75,90.23018443047414,9.02301844304741,34.90919342274405,26.927035080448672,939.972570502164
2.6595,950.0,48.75,90.20150576134787,9.020150576134785,34.89017940548084,26.93992199244956,939.9016607600831
2.6995,950.0,48.75,90.19160118404147,9.019160118404143,34.905564450928765,26.93086705378847,940.0135161661765
2.7395,950.0,48.75,90.20743937302157,9.020743937302154,34.888609325119994,26.945113150431855,940.0591421290161
2.7794999999999996,950.0,48.75,90.18524819866856,9.018524819866855,34.913828438362145,26.921860764709084,939.9092100982082
2.8195,950.0,48.75,90.19395423329135,9.019395423329133,34.903708724668654,26.931705382852147,939.9899454290704
2.8594999999999997,950.0,48.75,90.19994955670832,9.01999495567083,34.8944996088531,26.937958981393912,939.9555181348478
2.8995,950.0,48.75,90.18782567929244,9.018782567929245,34.902634684351604,26.928661226166298,939.8362089551017
2.9395,950.0,48.75,90.18894775045621,9.018894775045618,34.90917194317562,26.9267049708978,939.9587143788351
2.9795000000000003,950.0,48.75,90.20092311823771,9.020092311823769,34.88616997331064,26.94375024370825,939.9310274045731
3.0195,940.0,48.5,90.20956918731363,9.020956918731361,34.83556609518506,26.95914163352804,939.1105124746325
3.0595,940.0,48.5,90.11755776675601,9.0117557766756,34.66620473558904,26.975277482215983,935.098839559616
3.0995,940.0,48.5,89.93461194666045,8.993461194666041,34.56076366617259,26.952549694976064,931.4543085513894
3.1395,940.0,48.5,89.84975064039328,8.984975064039325,34.5351240846711,26.959781501486454,931.0238690306533
3.1795,940.0,48.5,89.85073695747721,8.985073695747719,34.51634721915733,26.974317774142357,931.0193573748405
3.219499999999999,940.0,48.5,89.83202992444978,8.983202992444973,34.54136504134364,26.954103980104616,930.9926526656516
3.2595,940.0,48.5,89.84755711153218,8.984755711153216,34.52911858347382,26.966213094514405,931.0919761398633
3.2995000000000005,940.0,48.5,89.8392373070485,8.983923730704847,34.54057400040396,26.957805194820576,931.113979564745
3.3394999999999997,940.0,48.5,89.84800593055316,8.984800593055315,34.52269428217754,26.9683533612994,930.9795368748604
3.3795,940.0,48.5,89.83655440885127,8.983655440885126,34.536111067286136,26.958196387227936,930.9923725871752
3.4195,940.0,48.5,89.84359283600577,8.984359283600574,34.52661566693467,26.966570320372227,931.0299341014113
3.4595,940.0,48.5,89.84088235858194,8.984088235858191,34.537116770982365,26.961637532833027,931.1580825077272
3.4995000000000003,935.0,48.375,89.84691529423716,8.984691529423717,34.52749816583148,26.963924802890382,930.950036701544
3.5394999999999994,930.0,48.25,89.82260446574244,8.98226044657424,34.3772300204431,26.998507138444744,928.0903315264288
3.5795000000000003,930.0,48.25,89.67462244135915,8.967462244135913,34.23349975557583,26.996351923578317,924.1417353410485
3.619500000000001,930.0,48.25,89.5199383737021,8.951993837370207,34.16279387027207,26.98899409270208,921.9677739090855
3.6595,930.0,48.25,89.49087383671308,8.949087383671305,34.16024072955065,26.996220267055207,922.1704899545582
3.6995000000000005,930.0,48.25,89.47979079172028,8.947979079172026,34.17217169864317,26.984027165144198,922.0617204943779
3.7394999999999996,930.0,48.25,89.48655429356864,8.948655429356862,34.1611159548592,26.994366678948534,922.1250295373168
3.7795,930.0,48.25,89.48987177751592,8.948987177751588,34.1577727619814,26.996795533539057,922.116717821587
3.8194999999999992,930.0,48.25,89.48488925469294,8.948488925469292,34.16723861716925,26.98791758848685,922.0615487523689
3.8594999999999997,930.0,48.25,89.49155930344894,8.94915593034489,34.1531208330923,27.00129672643526,922.1483312426428
3.8995000000000006,930.0,48.25,89.48945220758301,8.948945220758299,34.15655512156665,26.997330729126844,922.0999068479159
3.9395,930.0,48.25,89.48096129661423,8.948096129661419,34.17630998778909,26.98265773676751,922.1362179248102
3.9795000000000003,930.0,48.25,89.48401383553207,8.948401383553204,34.16739242339437,26.987936700374767,922.0669952357933
4.019499999999999,920.0,48.0,89.50144884182502,8.950144884182498,34.08940409871185,27.02055633001105,921.0663000974804
4.0595,920.0,48.0,89.38755280240734,8.938755280240732,33.94498290289097,27.018857264160385,917.1060230195468
4.0995,920.0,48.0,89.20579270538985,8.920579270538983,33.83359510253428,26.997220628662184,913.3372316038461
4.1395,920.0,48.0,89.11634621464088,8.911634621464085,33.809174362820116,27.00398228668243,912.9194278188013
4.1795,920.0,48.0,89.10177650940857,8.910177650940856,33.82275837284273,26.991282017175003,912.8488882594714
4.2195,920.0,48.0,89.10887765481706,8.910887765481704,33.80760727363233,27.008916345650867,913.0611509703583
4.2595,920.0,48.0,89.10659797679037,8.910659797679033,33.819608144997304,26.99502302318216,912.8955048087471
4.2995,920.0,48.0,89.12634018696058,8.912634018696057,33.779628621799304,27.031339745581242,913.0631953932577
4.339499999999999,920.0,48.0,89.10650967604424,8.91065096760442,33.813507711748514,27.000575264060224,912.9217404839659
4.3795,920.0,48.0,89.11306692582782,8.91130669258278,33.8020110561601,27.01235005240012,913.0211076617248
4.419499999999999,920.0,48.0,89.10985295344149,8.910985295344146,33.798248017184775,27.01047493917276,912.8336326525721
4.4595,920.0,48.0,89.10997654957183,8.91099765495718,33.80901475208729,27.008482808177185,913.0875451501797
4.4995,915.0,47.875,89.11940839498345,8.91194083949834,33.78986362810504,27.021043247807476,912.9798681152888
4.539499999999999,910.0,47.75,89.08871422745217,8.908871422745213,33.65885728936288,27.04086240896337,910.1119514683065
4.5795,910.0,47.75,88.9474101363212,8.894741013632117,33.50487110770897,27.04768193139538,906.1881767932067
4.6195,910.0,47.75,88.79154395608205,8.879154395608202,33.43135714345018,27.043054528434237,904.0335961436085
4.6594999999999995,910.0,47.75,88.74815381103488,8.874815381103485,33.440533097992905,27.03269121170272,903.921590088501
4.6995,910.0,47.75,88.74277996476428,8.874277996476424,33.442770085877044,27.03165926931714,903.9510691532247
4.7395,910.0,47.75,88.74957405777486,8.874957405777485,33.42885556883327,27.043096053625714,903.9578762741854
4.7795000000000005,910.0,47.75,88.74616977181407,8.874616977181402,33.43721639308992,27.036208632842335,903.9536024881257
4.8195,910.0,47.75,88.73821438128253,8.873821438128251,33.44373859697448,27.03089241258603,903.9523957540798
4.8595,910.0,47.75,88.74561913723609,8.874561913723607,33.43674005042889,27.035902466353924,903.9270580910081
4.899500000000001,910.0,47.75,88.74286424828594,8.874286424828593,33.437181769896476,27.035881387758185,903.9399122802668
4.9395,910.0,47.75,88.74903669280336,8.874903669280334,33.44493341496609,27.032606694506434,904.0532042970768
4.9795,910.0,47.75,88.7522706475942,8.875227064759418,33.42966602693459,27.041224723742936,903.9116467073648
5.019499999999999,900.0,47.5,88.7598369759535,8.875983697595348,33.37450236465575,27.060323526219985,903.0700512454214
5.0595,900.0,47.5,88.65373007223852,8.865373007223848,33.21813656938432,27.069620209464613,899.1555680162464
5.0995,900.0,47.5,88.49465805526026,8.849465805526025,33.07646597408405,27.077872341861884,895.5911876524715
5.1395,900.0,47.5,88.38587892988515,8.83858789298851,33.068946378067906,27.062871510107605,894.8683624079142
5.1795,900.0,47.5,88.3628498598711,8.83628498598711,33.07904893627476,27.05122385090367,894.7416777909026
5.2195,900.0,47.5,88.3777191144989,8.83777191144989,33.06255803304598,27.071678940753067,895.0024413610723
5.2595,900.0,47.5,88.36816478979978,8.836816478979978,33.079104934665146,27.055788085626205,894.9149216817908
5.2995,900.0,47.5,88.38059249898097,8.838059249898096,33.06690070554498,27.06899778533956,895.0349787921657
5.339499999999999,900.0,47.5,88.3798385999684,8.837983859996836,33.06619426950235,27.070203576748064,895.0591083417912
5.3795,900.0,47.5,88.38048908234552,8.83804890823455,33.05992405850282,27.071972208062295,894.9326482711294
5.419499999999999,900.0,47.5,88.37583511775081,8.837583511775078,33.07732209223256,27.061536572494116,895.0755743069079
5.4595,900.0,47.5,88.38456615201204,8.838456615201205,33.056926969274436,27.074475365923718,894.9344314712514
5.499499999999999,895.0,47.375,88.37849873870492,8.837849873870491,33.0631901186454,27.0681790236209,894.8902450057049
5.539499999999999,890.0,47.25,88.34543281266457,8.834543281266454,32.93203778231682,27.08826005605731,892.0079308776852
5.5795,890.0,47.25,88.1933505048273,8.819335050482728,32.77945714667265,27.09205802704089,888.0024350584847
5.6195,890.0,47.25,88.03925503988356,8.803925503988355,32.69651287411058,27.09468247774285,885.8277832303602
5.6594999999999995,890.0,47.25,88.01003242845641,8.801003242845638,32.68816891097928,27.10297319671607,885.8782734870874
5.6995000000000005,890.0,47.25,87.99853875860131,8.799853875860128,32.695809598372776,27.096045777346195,885.8564976493883
5.7395,890.0,47.25,87.99870908532492,8.799870908532492,32.70019008090812,27.094076221846045,885.9183580328352
5.7795000000000005,890.0,47.25,88.00658087751654,8.800658087751652,32.69497247043866,27.098783737516374,885.9321083706033
5.8195,890.0,47.25,88.00450624595791,8.800450624595786,32.69806933782159,27.09820671590764,886.0061642085751
5.8595,890.0,47.25,88.01047523373356,8.801047523373352,32.69892312292018,27.101832573977457,886.1669026752807
5.899500000000001,890.0,47.25,88.01253038232794,8.801253038232792,32.6845768894094,27.10646703188429,885.8976874051502
5.9395,890.0,47.25,87.99836739372533,8.79983673937253,32.70510539409012,27.090311905213536,885.9293504351899
5.9795,890.0,47.25,88.00419807805726,8.800419807805723,32.69822476371668,27.097807827799592,885.996021798479
6.0195,880.0,47.0,88.02029893184977,8.802029893184976,32.618542117801,27.131829699635496,884.9380272252322
6.0595,880.0,47.0,87.90483634714715,8.790483634714713,32.466828063373804,27.13614357735628,880.9634047347697
6.0995,880.0,47.0,87.73302100755775,8.773302100755771,32.34618128241656,27.128853251505774,877.459530586488
6.1395,880.0,47.0,87.64134173907465,8.764134173907461,32.32476914076975,27.12800021759574,876.8396930394877
6.1795,880.0,47.0,87.62702841902043,8.762702841902042,32.31679787170601,27.134482955582776,876.8325471216042
6.2195,880.0,47.0,87.62375710862464,8.762375710862463,32.32777341415152,27.126464143997815,876.8759540800642
6.2595,880.0,47.0,87.62810675794448,8.762810675794446,32.31756440948699,27.133119853763098,876.8055273744598
6.2995,880.0,47.0,87.61698530126452,8.761698530126449,32.333333209874226,27.119421333384754,876.7889672812751
6.339499999999999,880.0,47.0,87.61508764055046,8.761508764055042,32.33511739062937,27.11679340616604,876.7475504876344
6.3795,880.0,47.0,87.61952978942092,8.76195297894209,32.33130993679059,27.12406708204029,876.8972346138671
6.419499999999999,880.0,47.0,87.613500292032,8.761350029203196,32.339064509841776,27.11190594837741,876.6898158068407
6.4595,880.0,47.0,87.62811468311361,8.762811468311359,32.31435547673542,27.136453535028107,876.8292747381029
6.4995,875.0,46.875,87.63029044917423,8.76302904491742,32.320811867824474,27.133269273354863,876.9125949760622
6.5394999999999985,870.0,46.75,87.59727563414155,8.759727563414154,32.17424115753935,27.160525430757655,873.7935090333689
